"code","message","type","context","selector"
"WCAG2AAA.Principle2.Guideline2_4.2_4_2.H25.2","Check that the title element describes the document.","notice","<title>Home\n</title>","html > head > title"
"WCAG2AAA.Principle3.Guideline3_1.3_1_1.H57.2","The html element should have a lang or xml:lang attribute which describes the language of the document.","error","<html xmlns=\"http://www.w3.org/1999/xhtml\" class=\"dm-no-supports dm-no-passiveeventlisteners touch\"><head>\n\t\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n...</html>","html"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"/\" class=\"unifiednav__item   dmUDNavigationItem_00 currentPage dmNavItemSelected\" target=\"\" data-target-page-alias=\"\" data-auto=\"\"> <span class=\"nav-item-text \" d...</a>","#1660465823 > ul > li:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"/appointments-and-prescriptions\" class=\"unifiednav__item  dmUDNavigationItem_010101662289\" target=\"\" data-target-page-alias=\"\"> <span class=\"nav-item-text \" d...</a>","#1660465823 > ul > li:nth-child(2) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"/new-patients\" class=\"unifiednav__item  dmUDNavigationItem_010101146958\" target=\"\" data-target-page-alias=\"\"> <span class=\"nav-item-text \" d...</a>","#1660465823 > ul > li:nth-child(3) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"/prescriptions\" class=\"unifiednav__item  dmUDNavigationItem_010101398961\" target=\"\" data-target-page-alias=\"\"> <span class=\"nav-item-text \" d...</a>","#1660465823 > ul > li:nth-child(4) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"/newpage\" class=\"unifiednav__item  dmUDNavigationItem_010101659157\" target=\"\" data-target-page-alias=\"\"> <span class=\"nav-item-text \" d...</a>","#1660465823 > ul > li:nth-child(5) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"/tests\" class=\"unifiednav__item  dmUDNavigationItem_010101929699\" target=\"\" data-target-page-alias=\"\"> <span class=\"nav-item-text \" d...</a>","#1660465823 > ul > li:nth-child(6) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"/staff\" class=\"unifiednav__item  dmUDNavigationItem_010101854280\" target=\"\" data-target-page-alias=\"\"> <span class=\"nav-item-text \" d...</a>","#1660465823 > ul > li:nth-child(7) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"/policies\" class=\"unifiednav__item  dmUDNavigationItem_010101845672\" target=\"\" data-target-page-alias=\"\"> <span class=\"nav-item-text \" d...</a>","#1660465823 > ul > li:nth-child(8) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"/new-page\" class=\"unifiednav__item  dmUDNavigationItem_01010115739\" target=\"\" data-target-page-alias=\"\"> <span class=\"nav-item-text \" d...</a>","#1660465823 > ul > li:nth-child(9) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"/contacts-us\" class=\"unifiednav__item  dmUDNavigationItem_010101422092\" target=\"\" data-target-page-alias=\"\"> <span class=\"nav-item-text \" d...</a>","#1660465823 > ul > li:nth-child(10) > a"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H42","Heading markup should be used if this content is intended as a heading.","warning","<div style=\";text-align: center;\"><b style=\"\"></b></div>","#1130852619 > div:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font style=\";color: rgb(90, 82, 82);\"><span style=\"\"><span class=\"lh-...</font>","#1130852619 > span > div > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\";color: rgb(90, 82, 82);\"><span style=\"\"><span class=\"lh-...</font>","#1130852619 > span > div > span > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H42","Heading markup should be used if this content is intended as a heading.","warning","<div style=\";text-align: center;\"><b style=\"\"></b></div>","#1130852619 > div:nth-child(3)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H37","Img element missing an alt attribute. Use the alt attribute to specify a short text alternative.","error","<img src=\"https://irp-cdn.multiscreensite.com/2be03605/dms3rep/multi/tablet/f2d1fc643b084db587624d2438a6cce3.jpg\" id=\"1819455564\" class=\"\" data-dm-image-path=\"https://irp-cdn.multiscreensite.com/2be03605/dms3rep/multi/f2d1fc643b084db587624d2438a6cce3...","#1819455564"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img src=\"https://irp-cdn.multiscreensite.com/2be03605/dms3rep/multi/tablet/f2d1fc643b084db587624d2438a6cce3.jpg\" id=\"1819455564\" class=\"\" data-dm-image-path=\"https://irp-cdn.multiscreensite.com/2be03605/dms3rep/multi/f2d1fc643b084db587624d2438a6cce3...","#1819455564"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1_AAA.G141","The heading structure is not logically nested. This h3 element appears to be the primary document heading, so should be an h1 element.","error","<h3 class=\"dmNewParagraph u_1012233124\" id=\"1012233124\" data-uialign=\"left\" style=\"display: block;\" localization_key=\"templates.custom.91\" data-element-type=\"paragraph\"><div style=\"text-align: center;...</h3>","#1012233124"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a data-display-type=\"block\" class=\"u_1712474032 align-center dmButtonLink dmWidget dmWwr default dmOnlyButton dmDefaultGradient\" file=\"true\" href=\"https://irp-cdn.multiscreensite.com/2be03605/files/uploaded/GMS1.pdf\" id=\"1712474032\" dm_dont_rewrite_...","#1712474032"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a data-display-type=\"block\" class=\"u_1712474032 align-center dmButtonLink dmWidget dmWwr default dmOnlyButton dmDefaultGradient\" file=\"true\" href=\"https://irp-cdn.multiscreensite.com/2be03605/files/uploaded/GMS1.pdf\" id=\"1712474032\" dm_dont_rewrite_...","#1712474032"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 4.96:1. Recommendation: change background to #ae0000.","error","<span class=\"text\" id=\"1235982451\">New Patient Registration</span>","#1235982451"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a data-display-type=\"block\" class=\"u_1977466258 align-center dmButtonLink dmWidget dmWwr default dmOnlyButton dmDefaultGradient\" file=\"false\" href=\"https://patient.emisaccess.co.uk/Account/Login\" id=\"1977466258\" dm_dont_rewrite_url=\"false\" data-butt...","#1977466258"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 4.96:1. Recommendation: change background to #ae0000.","error","<span class=\"text\" id=\"1524681275\">Patient Access</span>","#1524681275"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<hr class=\"dmDivider\" style=\"min-height: 2px; border:none; background:grey\" id=\"1877517014\">","#1877517014"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font class=\"font-size-14 lh-1\">Late evening and weekend appoin...</font>","#1116230068 > span > div:nth-child(5) > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font style=\"color: rgb(209, 33, 33);\"><font class=\"font-size-14 lh-1\"...</font>","#1116230068 > span > div:nth-child(6) > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"color: rgb(209, 33, 33);\"><font class=\"font-size-14 lh-1\"...</font>","#1116230068 > span > div:nth-child(6) > span > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font class=\"font-size-14 lh-1\"></font>","#1116230068 > span > div:nth-child(6) > span > font > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font style=\"color: rgb(209, 33, 33);\">Ring 111 when the surgery is cl...</font>","#1116230068 > span > div:nth-child(7) > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"color: rgb(209, 33, 33);\">Ring 111 when the surgery is cl...</font>","#1116230068 > span > div:nth-child(7) > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 7:1, but text in this element has a contrast ratio of 5.32:1. Recommendation: change text colour to #b50505.","error","<font style=\"color: rgb(209, 33, 33);\">Ring 111 when the surgery is cl...</font>","#1116230068 > span > div:nth-child(7) > span > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font color=\"#009003\"></font>","#1116230068 > span > div:nth-child(8) > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font color=\"#009003\"></font>","#1116230068 > span > div:nth-child(8) > span > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font color=\"#b01430\"></font>","#1116230068 > span > div:nth-child(9) > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font color=\"#b01430\"></font>","#1116230068 > span > div:nth-child(9) > span > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font class=\"font-size-14 lh-1\">Surgery will be closed on Good ...</font>","#1116230068 > span > div:nth-child(11) > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H42","Heading markup should be used if this content is intended as a heading.","warning","<div style=\"font-weight: 700; text-align: justify;\"><u><a href=\"https://irp-cdn.mul...</div>","#1116230068 > span > div:nth-child(12)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"https://irp-cdn.multiscreensite.com/2be03605/files/uploaded/BwD%20Easter%2019%20pharmacy%20opening%20times.docx\" target=\"_blank\" file=\"true\" runtime_url=\"https://irp-cdn.multiscreensite.com/2be03605/files/uploaded/BwD%20Easter%2019%20pharmac...","#1116230068 > span > div:nth-child(12) > u > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a href=\"https://irp-cdn.multiscreensite.com/2be03605/files/uploaded/BwD%20Easter%2019%20pharmacy%20opening%20times.docx\" target=\"_blank\" file=\"true\" runtime_url=\"https://irp-cdn.multiscreensite.com/2be03605/files/uploaded/BwD%20Easter%2019%20pharmac...","#1116230068 > span > div:nth-child(12) > u > a"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font style=\"color: rgb(209, 33, 33);\"><u></u><a href=\"/\" runtime_url=...</font>","#1116230068 > span > div:nth-child(13) > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"color: rgb(209, 33, 33);\"><u></u><a href=\"/\" runtime_url=...</font>","#1116230068 > span > div:nth-child(13) > span > font"
"WCAG2AAA.Principle4.Guideline4_1.4_1_2.H91.A.NoContent","Anchor element found with a valid href attribute, but no link content has been supplied.","error","<a href=\"/\" runtime_url=\"/\"></a>","#1116230068 > span > div:nth-child(13) > span > font > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"/\" runtime_url=\"/\"></a>","#1116230068 > span > div:nth-child(13) > span > font > a"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font style=\"color: rgb(209, 33, 33);\"><br></font>","#1116230068 > span > div:nth-child(14) > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"color: rgb(209, 33, 33);\"><br></font>","#1116230068 > span > div:nth-child(14) > span > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font style=\"color: rgb(0, 0, 0);\">News</font>","#1793038580 > span > b > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"color: rgb(0, 0, 0);\">News</font>","#1793038580 > span > b > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span style=\"font-weight: 700; background-color: rgba(0, 0, 0, 0);\"><font style=\"color: rgb(209, 33...</span>","#1193549653 > div:nth-child(6) > span"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font style=\"color: rgb(209, 33, 33);\"><br></font>","#1193549653 > div:nth-child(6) > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"color: rgb(209, 33, 33);\"><br></font>","#1193549653 > div:nth-child(6) > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span style=\"font-weight: 700; background-color: rgba(0, 0, 0, 0);\"><u><font style=\"color: rgb(0, 1...</span>","#1193549653 > div:nth-child(7) > span"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font style=\"color: rgb(0, 144, 3);\"></font>","#1193549653 > div:nth-child(7) > span > u > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"color: rgb(0, 144, 3);\"></font>","#1193549653 > div:nth-child(7) > span > u > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span style=\"font-weight: 700; background-color: rgba(0, 0, 0, 0);\"><u><font style=\"color: rgb(176,...</span>","#1193549653 > div:nth-child(8) > span"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Presentational markup used that has become obsolete in HTML5.","error","<font style=\"color: rgb(176, 20, 48);\"></font>","#1193549653 > div:nth-child(8) > span > u > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font style=\"color: rgb(176, 20, 48);\"></font>","#1193549653 > div:nth-child(8) > span > u > font"
