"code","message","type","context","selector"
"WCAG2AAA.Principle2.Guideline2_4.2_4_2.H25.2","Check that the title element describes the document.","notice","<title>\n\tHome\n</title>","#Head > title"
"WCAG2AAA.Principle3.Guideline3_2.3_2_2.H32.2","This form does not contain a submit button, which creates issues for those who cannot submit the form using the keyboard. Submit buttons are INPUT elements with type attribute \"submit\" or \"image\", or BUTTON elements with type \"submit\" or omitted/invalid.","error","<form method=\"post\" action=\"/\" id=\"Form\" enctype=\"multipart/form-data\">\n<div class=\"aspNetHidden\">\n<in...</form>","#Form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_1.G83,G84,G85","If an input error is automatically detected in this form, check that the item(s) in error are identified and the error(s) are described to the user in text.","notice","<form method=\"post\" action=\"/\" id=\"Form\" enctype=\"multipart/form-data\">\n<div class=\"aspNetHidden\">\n<in...</form>","#Form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_2.G131,G89,G184,H90","Check that descriptive labels or instructions (including for required fields) are provided for user input in this form.","notice","<form method=\"post\" action=\"/\" id=\"Form\" enctype=\"multipart/form-data\">\n<div class=\"aspNetHidden\">\n<in...</form>","#Form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_3.G177","Check that this form provides suggested corrections to errors in user input, unless it would jeopardize the security or purpose of the content.","notice","<form method=\"post\" action=\"/\" id=\"Form\" enctype=\"multipart/form-data\">\n<div class=\"aspNetHidden\">\n<in...</form>","#Form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_5.G71,G184,G193","Check that context-sensitive help is available for this form, at a Web-page and/or control level.","notice","<form method=\"post\" action=\"/\" id=\"Form\" enctype=\"multipart/form-data\">\n<div class=\"aspNetHidden\">\n<in...</form>","#Form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_6.G98,G99,G155,G164,G168.AllForms","Check that submissions to this form are either reversible, checked for input errors, and/or confirmed by the user.","notice","<form method=\"post\" action=\"/\" id=\"Form\" enctype=\"multipart/form-data\">\n<div class=\"aspNetHidden\">\n<in...</form>","#Form"
"WCAG2AAA.Principle3.Guideline3_2.3_2_1.G107","Check that a change of context does not occur when this input field receives focus.","notice","<input type=\"hidden\" name=\"__VIEWSTATE\" id=\"__VIEWSTATE\" value=\"4bTLiZ3yg9oJCbG1S+48W488IyjR4P3zJdteB6D51ORtDHthh+/IQkSsCpIUiBaJx4ILgJcUHYZ8oAR8JNspe5MNwHWpwfoPna2pyMSdPT6JdaftgSFMPSenXJj0qNqohKlUOF4Y1R+Wb9S+A/zfeuP/PajlIqj9OdeWOmWbIJCncnWKvx7SV/Fidh...","#__VIEWSTATE"
"WCAG2AAA.Principle3.Guideline3_2.3_2_1.G107","Check that a change of context does not occur when this input field receives focus.","notice","<input type=\"hidden\" name=\"__VIEWSTATEGENERATOR\" id=\"__VIEWSTATEGENERATOR\" value=\"CA0B0334\">","#__VIEWSTATEGENERATOR"
"WCAG2AAA.Principle3.Guideline3_2.3_2_1.G107","Check that a change of context does not occur when this input field receives focus.","notice","<input type=\"hidden\" name=\"__VIEWSTATEENCRYPTED\" id=\"__VIEWSTATEENCRYPTED\" value=\"\">","#__VIEWSTATEENCRYPTED"
"WCAG2AAA.Principle3.Guideline3_2.3_2_1.G107","Check that a change of context does not occur when this input field receives focus.","notice","<input type=\"hidden\" name=\"__EVENTVALIDATION\" id=\"__EVENTVALIDATION\" value=\"KuZRcQXY0X1ilI0Xm4U3kwKEj2CjhpZnWN4vh/h4AWmDHqIu+YDMS+DpO8BHATdKaB8D4k/F/sdaItgtghQFzibOcCuuaFA2X0fXHAaQQ17YnHX6GVmXZKrbU3X3zg2Qt1HJQdDWNXm6rYxKcrG5hnw77ns=\">","#__EVENTVALIDATION"
"WCAG2AAA.Principle4.Guideline4_1.4_1_2.H91.A.EmptyWithName","Anchor element found with a name attribute but without a href or link text. Consider moving the name attribute to become an ID of a parent or nearby element.","warning","<a name=\"1007\"></a>","#dnn_HeaderPane1 > div > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a name=\"1007\"></a>","#dnn_HeaderPane1 > div > a"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1_AAA.G141","The heading structure is not logically nested. This h3 element appears to be the primary document heading, so should be an h1 element.","error","<h3><span style=\"color: rgb(255, 25...</h3>","#dnn_ctr1007_HtmlModule_lblContent > h3"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: rgb(255, 255, 255);\"><strong>Telephone - 01252 72312...</span>","#dnn_ctr1007_HtmlModule_lblContent > h3 > span"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a id=\"dnn_dnnLOGIN_loginLink\" title=\"Login\" class=\"login\" rel=\"nofollow\" onclick=\"this.disabled=true;\" href=\"https://www.fernsmedical.co.uk/fernslogin?returnurl=%2f\">Login</a>","#dnn_dnnLOGIN_loginLink"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a id=\"dnn_dnnLOGO_hypLogo\" title=\"The Ferns Medical Practice\" href=\"https://www.fernsmedical.co.uk/\"><img id=\"dnn_dnnLOGO_imgLogo\" s...</a>","#dnn_dnnLOGO_hypLogo"
